iter	Logloss
181	0.06041459583
182	0.06028085133
183	0.0599948217
184	0.05973539201
185	0.05946741861
186	0.05919787695
187	0.0589538332
188	0.05880242
189	0.05860243298
190	0.05842538258
191	0.05799490308
192	0.05783618745
193	0.05769227649
194	0.05746862018
195	0.05730381315
196	0.05715523372
197	0.05665449112
198	0.05650212121
199	0.05632621523
200	0.05584828816
201	0.05560288808
202	0.05531369164
203	0.05505685958
204	0.05487174382
205	0.05465129065
206	0.05433889117
207	0.05409576779
208	0.05396057008
209	0.0538181971
210	0.0536950732
211	0.05352002098
212	0.05330888052
213	0.05321107895
214	0.05312754313
215	0.05282191927
216	0.05263551985
217	0.05244985913
218	0.05215886434
219	0.051941911
220	0.05140318492
221	0.0512613569
222	0.0510443854
223	0.05094080123
224	0.05076036605
225	0.05068301246
226	0.05038189358
227	0.05018183996
228	0.04988669744
229	0.04981205047
230	0.04969006796
231	0.04943629976
232	0.04905280764
233	0.0490141581
234	0.04887855772
235	0.0487737474
236	0.04858925229
237	0.04828037686
238	0.04813541836
239	0.04801719605
240	0.04786722092
241	0.04777561672
242	0.04752799746
243	0.04729844653
244	0.04714464763
245	0.04686180599
246	0.04665815565
247	0.04655046009
248	0.04638398791
249	0.04605305384
250	0.04582186502
251	0.04561016749
252	0.04533972967
253	0.04510773553
254	0.0449266464
255	0.04466485523
256	0.04451035696
257	0.04434873187
258	0.044170749
259	0.0439084159
260	0.0437962638
261	0.04356218066
262	0.04342067658
263	0.043244925
264	0.04302585541
265	0.04292620402
266	0.04271668631
267	0.04259651426
268	0.04243524642
269	0.04232585846
270	0.04224941314
271	0.04212199923
272	0.04196050129
273	0.0418328482
274	0.04173132881
275	0.041523888
276	0.04134633503
277	0.0412569379
278	0.04123352898
279	0.04106034476
280	0.04103849502
281	0.04091174716
282	0.04079372164
283	0.04065484244
284	0.04060424018
285	0.04052657476
286	0.04037430476
287	0.04026797764
288	0.04012203822
289	0.03999386136
290	0.03985137939
291	0.03972972083
292	0.03959352402
293	0.0394719805
294	0.03942122686
295	0.03930469695
296	0.03928458804
297	0.03917859093
298	0.03904122247
299	0.03892779275
300	0.03888510447
301	0.03874225314
302	0.0385972129
303	0.03841391669
304	0.03839497036
305	0.03827010866
306	0.03814238291
307	0.03798633152
308	0.03784979563
309	0.03770965092
310	0.03763697791
311	0.0375650194
312	0.03754752326
313	0.03741825951
314	0.03731926812
315	0.03716828482
316	0.03702580891
317	0.03700957828
318	0.03696695358
319	0.03692730495
320	0.03681241596
321	0.03676180764
322	0.0366660436
323	0.03654127878
324	0.03644452171
325	0.0363568745
326	0.03623820714
327	0.03616302127
328	0.03614621844
329	0.0360266852
330	0.0359695374
331	0.03593545338
332	0.03586773948
333	0.0357321058
334	0.03557056548
335	0.03553526742
336	0.03543959724
337	0.03530847761
338	0.03519516597
339	0.03514446682
340	0.03504228138
341	0.03483761681
342	0.03482340253
343	0.03473371778
344	0.03462455083
345	0.03453456939
346	0.03452122401
347	0.03450852046
348	0.03442814539
349	0.03439505441
350	0.03438294426
351	0.0343328809
352	0.03420688387
353	0.03413900042
354	0.03404407198
355	0.03393494137
356	0.03386239551
357	0.0338041578
358	0.03369540865
359	0.03365851508
360	0.03353974781
361	0.0334749797
362	0.03335894933
363	0.03329696353
364	0.03325851683
365	0.0331535521
366	0.03312022497
367	0.03308019487
368	0.03303214179
369	0.03296019539
370	0.03285944197
371	0.03278302692
372	0.03261139279
373	0.03255086929
374	0.03244487823
375	0.03239804828
376	0.03235368577
377	0.03227088565
378	0.03225972009
379	0.03214726524
380	0.03211126176
381	0.03200544327
382	0.03190342131
383	0.03188015166
384	0.03181798723
385	0.03171585325
386	0.03168898083
387	0.03160017104
388	0.03149421934
389	0.03148513067
390	0.03141437409
391	0.03131215232
392	0.03122316088
393	0.03115351238
394	0.03106411828
395	0.03102339487
396	0.0309982542
397	0.03098895058
398	0.03092965626
399	0.03084721944
400	0.03076469785
401	0.03073199439
402	0.03067952716
403	0.03060240973
404	0.03054801699
405	0.03050863175
406	0.03040090288
407	0.03031230805
408	0.0303041337
409	0.0302721841
410	0.03022361332
411	0.03016034081
412	0.03007388039
413	0.03001231542
414	0.02995636955
415	0.02990279728
416	0.02984846509
417	0.02977732098
418	0.02976944939
419	0.02973964631
420	0.02973206838
421	0.02970382448
422	0.02959073385
423	0.02956894163
424	0.02947093116
425	0.02942258441
426	0.02940189725
427	0.02939345647
428	0.02929712931
429	0.02918727814
430	0.02911136869
431	0.0290308695
432	0.02902205936
433	0.02900479029
434	0.02899714879
435	0.02897164481
436	0.02891749427
437	0.0288702223
438	0.02882003784
439	0.02878087664
440	0.02873713175
441	0.02873067704
442	0.02866620866
443	0.02865207309
444	0.02855345711
445	0.02851540399
446	0.02850908855
447	0.02847912501
448	0.02843074496
449	0.02838214693
450	0.02833759368
451	0.02831324623
452	0.02827046409
453	0.02825566246
454	0.02821578677
455	0.02815231444
456	0.02814561148
457	0.02808745853
458	0.02799720461
459	0.0279585036
460	0.02795279972
461	0.02790109544
462	0.02783108363
463	0.02775947631
464	0.02774280972
465	0.02770600697
466	0.02765424214
467	0.02764872899
468	0.0276144724
469	0.02754665859
470	0.02751379164
471	0.027467655
472	0.02738376799
473	0.02734077393
474	0.02728741358
475	0.02721855527
476	0.02716765631
477	0.02710300324
478	0.02707537091
479	0.02704977611
480	0.02696817489
481	0.02692245604
482	0.02687380049
483	0.02686788771
484	0.02682935018
485	0.02677581121
486	0.02673090375
487	0.02671123081
488	0.02667879074
489	0.02665049538
490	0.02662585425
491	0.02657751053
492	0.02650160108
493	0.02647171626
494	0.02646669055
495	0.02643373883
496	0.02641478342
497	0.0263750046
498	0.02632571326
499	0.02630683657
